Country,ISO3166_1Alpha_3,UNM49,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,PerCapita,Var13,Var14,Var15
"Italy",ITA,380,1787,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1788,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1789,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1790,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1791,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1792,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1793,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1794,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1795,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1796,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1797,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1798,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1799,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1800,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1801,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1802,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1803,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1804,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1805,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1806,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1807,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1808,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1809,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1810,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1811,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1812,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1813,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1814,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1815,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1816,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1817,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1818,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1819,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1820,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1821,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1822,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1823,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1824,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1825,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1826,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1827,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1828,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1829,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1830,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1831,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1832,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1833,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1834,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1835,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1836,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1837,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1838,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1839,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1840,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1841,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1842,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1843,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1844,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1845,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1846,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1847,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1848,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1849,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1850,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1851,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1852,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1853,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1854,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1855,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1856,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1857,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1858,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1859,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN
"Italy",ITA,380,1860,0.029312,0.029312,0,0,NaN,NaN,,0.001126,NaN,NaN,NaN
"Italy",ITA,380,1861,0.670512,0.670512,0,0,NaN,NaN,,0.025591,NaN,NaN,NaN
"Italy",ITA,380,1862,1.22744,1.22744,0,0,NaN,NaN,,0.046547,NaN,NaN,NaN
"Italy",ITA,380,1863,1.069888,1.069888,0,0,NaN,NaN,,0.040311,NaN,NaN,NaN
"Italy",ITA,380,1864,1.604832,1.601168,0.003664,0,NaN,NaN,,0.060077,NaN,NaN,NaN
"Italy",ITA,380,1865,1.271408,1.24576,0.025648,0,NaN,NaN,,0.047288,NaN,NaN,NaN
"Italy",ITA,380,1866,1.476592,1.439952,0.03664,0,NaN,NaN,,0.054565,NaN,NaN,NaN
"Italy",ITA,380,1867,1.469264,1.41064,0.058624,0,NaN,NaN,,0.053944,NaN,NaN,NaN
"Italy",ITA,380,1868,1.696432,1.590176,0.106256,0,NaN,NaN,,0.061883,NaN,NaN,NaN
"Italy",ITA,380,1869,1.872304,1.780704,0.0916,0,NaN,NaN,,0.067872,NaN,NaN,NaN
"Italy",ITA,380,1870,2.678384,2.557472,0.120912,0,NaN,NaN,,0.096504,NaN,NaN,NaN
"Italy",ITA,380,1871,2.30832,2.176416,0.131904,0,NaN,NaN,,0.082682,NaN,NaN,NaN
"Italy",ITA,380,1872,2.975168,2.84677,0.128398,0,NaN,NaN,,0.105963,NaN,NaN,NaN
"Italy",ITA,380,1873,2.769984,2.663728,0.106256,0,NaN,NaN,,0.098114,NaN,NaN,NaN
"Italy",ITA,380,1874,2.997152,2.861584,0.135568,0,NaN,NaN,,0.105577,NaN,NaN,NaN
"Italy",ITA,380,1875,3.066768,2.927536,0.139232,0,NaN,NaN,,0.107436,NaN,NaN,NaN
"Italy",ITA,380,1876,4.107344,3.971776,0.135568,0,NaN,NaN,,0.143101,NaN,NaN,NaN
"Italy",ITA,380,1877,3.803232,3.649344,0.153888,0,NaN,NaN,,0.131778,NaN,NaN,NaN
"Italy",ITA,380,1878,3.784912,3.638352,0.14656,0,NaN,NaN,,0.130423,NaN,NaN,NaN
"Italy",ITA,380,1879,4.356496,4.176809,0.179687,0,NaN,NaN,,0.149255,NaN,NaN,NaN
"Italy",ITA,380,1880,5.067312,4.887776,0.179536,0,NaN,NaN,,0.17256,NaN,NaN,NaN
"Italy",ITA,380,1881,5.957664,5.774351,0.183313,0,NaN,NaN,,0.201602,NaN,NaN,NaN
"Italy",ITA,380,1882,6.272768,6.085904,0.186864,0,NaN,NaN,,0.210871,NaN,NaN,NaN
"Italy",ITA,380,1883,6.646496,6.44864,0.197856,0,NaN,NaN,,0.221909,NaN,NaN,NaN
"Italy",ITA,380,1884,7.360976,7.133808,0.227168,0,NaN,NaN,,0.244085,NaN,NaN,NaN
"Italy",ITA,380,1885,8.375904,8.090112,0.285792,0,NaN,NaN,,0.275843,NaN,NaN,NaN
"Italy",ITA,380,1886,8.328272,8.108335,0.219937,0,NaN,NaN,,0.272401,NaN,NaN,NaN
"Italy",ITA,380,1887,10.14928,9.914869,0.234411,0,NaN,NaN,,0.329696,NaN,NaN,NaN
"Italy",ITA,380,1888,10.896736,10.68056,0.216176,0,NaN,NaN,,0.351559,NaN,NaN,NaN
"Italy",ITA,380,1889,11.255808,11.039632,0.216176,0,NaN,NaN,,0.360741,NaN,NaN,NaN
"Italy",ITA,380,1890,12.208448,11.988542,0.219906,0,NaN,NaN,,0.388766,NaN,NaN,NaN
"Italy",ITA,380,1891,10.999328,10.731856,0.267472,0,NaN,NaN,,0.348093,NaN,NaN,NaN
"Italy",ITA,380,1892,10.889408,10.621936,0.267472,0,NaN,NaN,,0.342551,NaN,NaN,NaN
"Italy",ITA,380,1893,10.523008,10.233552,0.289456,0,NaN,NaN,,0.329111,NaN,NaN,NaN
"Italy",ITA,380,1894,13.06216,12.776368,0.285792,0,NaN,NaN,,0.406162,NaN,NaN,NaN
"Italy",ITA,380,1895,12.021584,11.754112,0.267472,0,NaN,NaN,,0.371645,NaN,NaN,NaN
"Italy",ITA,380,1896,11.424352,11.12024,0.304112,0,NaN,NaN,,0.35114,NaN,NaN,NaN
"Italy",ITA,380,1897,11.918992,11.633288,0.285704,0,NaN,NaN,,0.364226,NaN,NaN,NaN
"Italy",ITA,380,1898,12.40264,12.124176,0.278464,0,NaN,NaN,,0.376815,NaN,NaN,NaN
"Italy",ITA,380,1899,13.589776,13.322304,0.267472,0,NaN,NaN,,0.41031,NaN,NaN,NaN
"Italy",ITA,380,1900,13.908544,13.637408,0.271136,0,NaN,NaN,,0.41713,NaN,NaN,NaN
"Italy",ITA,380,1901,13.52016,13.303925,0.216235,0,NaN,NaN,,0.402595,NaN,NaN,NaN
"Italy",ITA,380,1902,15.015072,14.791568,0.21984,0.003664,NaN,NaN,,0.443729,NaN,NaN,NaN
"Italy",ITA,380,1903,15.31552,15.09568,0.216176,0.003664,NaN,NaN,,0.448988,NaN,NaN,NaN
"Italy",ITA,380,1904,16.187553,15.960333,0.223555,0.003665,NaN,NaN,,0.470758,NaN,NaN,NaN
"Italy",ITA,380,1905,17.84368,17.616512,0.223504,0.003664,NaN,NaN,,0.51477,NaN,NaN,NaN
"Italy",ITA,380,1906,21.089984,20.859152,0.21984,0.010992,NaN,NaN,,0.603557,NaN,NaN,NaN
"Italy",ITA,380,1907,22.8084,22.5336,0.263808,0.010992,NaN,NaN,,0.647515,NaN,NaN,NaN
"Italy",ITA,380,1908,23.262736,22.951296,0.300448,0.010992,NaN,NaN,,0.655132,NaN,NaN,NaN
"Italy",ITA,380,1909,25.70296,25.358593,0.329713,0.014654,NaN,NaN,,0.718944,NaN,NaN,NaN
"Italy",ITA,380,1910,25.735936,25.395184,0.326096,0.014656,NaN,NaN,,0.715847,NaN,NaN,NaN
"Italy",ITA,380,1911,26.538352,26.054704,0.468992,0.014656,NaN,NaN,,0.734927,NaN,NaN,NaN
"Italy",ITA,380,1912,27.850064,27.384736,0.454336,0.010992,NaN,NaN,,0.768787,NaN,NaN,NaN
"Italy",ITA,380,1913,29.964192,29.473216,0.479984,0.010992,NaN,NaN,,0.82549,NaN,NaN,NaN
"Italy",ITA,380,1914,27.238176,26.714224,0.51296,0.010992,NaN,NaN,,0.748887,NaN,NaN,NaN
"Italy",ITA,380,1915,23.77936,23.22976,0.538608,0.010992,NaN,NaN,,0.65248,NaN,NaN,NaN
"Italy",ITA,380,1916,23.511887,22.815836,0.685061,0.01099,NaN,NaN,,0.643849,NaN,NaN,NaN
"Italy",ITA,380,1917,16.1216,15.381472,0.729136,0.010992,NaN,NaN,,0.440589,NaN,NaN,NaN
"Italy",ITA,380,1918,18.97952,18.074337,0.894189,0.010994,NaN,NaN,,0.517533,NaN,NaN,NaN
"Italy",ITA,380,1919,18.609456,17.840016,0.754784,0.014656,NaN,NaN,,0.505651,NaN,NaN,NaN
"Italy",ITA,380,1920,17.869328,17.081568,0.773104,0.014656,NaN,NaN,,0.483199,NaN,NaN,NaN
"Italy",ITA,380,1921,21.881408,21.229216,0.637536,0.014656,NaN,NaN,,0.588074,NaN,NaN,NaN
"Italy",ITA,380,1922,25.699296,24.783165,0.905137,0.010994,NaN,NaN,,0.685582,NaN,NaN,NaN
"Italy",ITA,380,1923,26.824144,25.728458,1.084692,0.010994,NaN,NaN,,0.709404,NaN,NaN,NaN
"Italy",ITA,380,1924,32.180912,31.001104,1.168816,0.010992,NaN,NaN,,0.843715,NaN,NaN,NaN
"Italy",ITA,380,1925,30.968128,29.619776,1.33736,0.010992,NaN,NaN,,0.804901,NaN,NaN,NaN
"Italy",ITA,380,1926,35.841248,34.38664,1.443616,0.010992,NaN,NaN,,0.923507,NaN,NaN,NaN
"Italy",ITA,380,1927,40.384608,38.706648,1.666969,0.010991,NaN,NaN,,1.03158,NaN,NaN,NaN
"Italy",ITA,380,1928,38.148139,34.738384,1.879632,0.010992,1.519131,NaN,,0.966028,NaN,NaN,NaN
"Italy",ITA,380,1929,44.027135,40.124464,2.16176,0.010992,1.729919,NaN,,1.105341,NaN,NaN,NaN
"Italy",ITA,380,1930,39.549787,35.52248,2.29,0.014656,1.722651,NaN,,0.984484,NaN,NaN,NaN
"Italy",ITA,380,1931,34.172699,30.42952,2.202064,0.021984,1.519131,NaN,,0.843454,NaN,NaN,NaN
"Italy",ITA,380,1932,28.064603,24.34728,2.150768,0.021984,1.544571,NaN,,0.686891,NaN,NaN,NaN
"Italy",ITA,380,1933,30.47379,26.644146,2.052087,0.021987,1.75557,NaN,,0.739657,NaN,NaN,NaN
"Italy",ITA,380,1934,39.660993,35.335616,2.286336,0.025648,2.013393,NaN,,0.954646,NaN,NaN,NaN
"Italy",ITA,380,1935,45.376239,40.637424,2.630752,0.021984,2.086079,NaN,,1.083135,NaN,NaN,NaN
"Italy",ITA,380,1936,31.989587,27.904555,2.173001,0.021987,1.890044,NaN,,0.757247,NaN,NaN,NaN
"Italy",ITA,380,1937,45.174154,38.72848,4.264896,0.025648,2.15513,NaN,,1.06046,NaN,NaN,NaN
"Italy",ITA,380,1938,44.978955,37.472341,5.198793,0.02931,2.278511,NaN,,1.047101,NaN,NaN,NaN
"Italy",ITA,380,1939,46.120099,37.292192,6.269104,0.032976,2.525827,NaN,,1.065242,NaN,NaN,NaN
"Italy",ITA,380,1940,49.030564,42.70392,3.905824,0.047632,2.373188,NaN,,1.124101,NaN,NaN,NaN
"Italy",ITA,380,1941,42.894147,40.340421,1.102958,0.069622,1.381146,NaN,,0.9766,NaN,NaN,NaN
"Italy",ITA,380,1942,41.888778,39.029179,1.655983,0.095256,1.10836,NaN,,0.947536,NaN,NaN,NaN
"Italy",ITA,380,1943,7.112232,6.137705,0.032959,0.095215,0.846353,NaN,,0.159912,NaN,NaN,NaN
"Italy",ITA,380,1944,3.57793,2.803757,0.021962,0.084186,0.668025,NaN,,0.079962,NaN,NaN,NaN
"Italy",ITA,380,1945,4.351887,3.696421,0.022003,0.069675,0.563788,NaN,,0.096673,NaN,NaN,NaN
"Italy",ITA,380,1946,22.166356,19.928496,1.128512,0.10992,0.999428,NaN,,0.489441,NaN,NaN,NaN
"Italy",ITA,380,1947,36.786411,29.74942,5.513222,0.161184,1.362585,NaN,,0.807365,NaN,NaN,NaN
"Italy",ITA,380,1948,35.528083,26.323126,7.451808,0.197836,1.555313,NaN,,0.775052,NaN,NaN,NaN
"Italy",ITA,380,1949,39.771061,27.544825,9.809431,0.421399,1.995406,NaN,,0.862332,NaN,NaN,NaN
"Italy",ITA,380,1950,41.430597,24.572276,13.427373,0.956219,2.474729,NaN,,0.893056,NaN,NaN,NaN
"Italy",ITA,380,1951,48.82223,27.659536,16.594256,1.810016,2.758422,NaN,,1.044309,NaN,NaN,NaN
"Italy",ITA,380,1952,50.620579,26.025392,18.620448,2.685712,3.289027,NaN,,1.076656,NaN,NaN,NaN
"Italy",ITA,380,1953,55.994577,26.835136,21.016704,4.272224,3.870513,NaN,,1.181018,NaN,NaN,NaN
"Italy",ITA,380,1954,64.938322,27.962071,27.086425,5.561638,4.328188,NaN,,1.357583,NaN,NaN,NaN
"Italy",ITA,380,1955,73.266224,28.993232,32.20656,6.79672,5.269712,NaN,,1.522234,NaN,NaN,NaN
"Italy",ITA,380,1956,83.475058,30.97912,38.504976,8.386896,5.604066,NaN,,1.724569,NaN,NaN,NaN
"Italy",ITA,380,1957,87.077968,29.887248,41.938144,9.346864,5.905712,NaN,,1.789509,NaN,NaN,NaN
"Italy",ITA,380,1958,87.598382,27.001145,44.556103,9.702678,6.338456,NaN,,1.790262,NaN,NaN,NaN
"Italy",ITA,380,1959,94.084603,26.010736,49.489648,11.464656,7.119563,NaN,,1.91133,NaN,NaN,NaN
"Italy",ITA,380,1960,109.203087,27.88304,61.324368,12.080208,7.915471,NaN,,2.205334,NaN,NaN,NaN
"Italy",ITA,380,1961,124.374897,30.169376,72.49224,12.802016,8.911265,NaN,,2.49685,NaN,NaN,NaN
"Italy",ITA,380,1962,146.254985,31.873136,91.01376,13.399248,9.968841,NaN,,2.915639,NaN,NaN,NaN
"Italy",ITA,380,1963,164.556239,32.744439,107.275869,13.618785,10.917146,NaN,,3.254986,NaN,NaN,NaN
"Italy",ITA,380,1964,175.721077,27.781027,122.347174,14.304554,11.288322,NaN,,3.445662,NaN,NaN,NaN
"Italy",ITA,380,1965,189.528379,30.535776,134.259952,14.505776,10.226875,NaN,,3.683535,NaN,NaN,NaN
"Italy",ITA,380,1966,213.98226,31.671616,155.39024,15.839472,11.080932,NaN,,4.124357,NaN,NaN,NaN
"Italy",ITA,380,1967,234.129742,35.181178,168.669602,17.301137,12.977825,NaN,,4.477144,NaN,NaN,NaN
"Italy",ITA,380,1968,249.17216,32.752496,181.635472,20.221616,14.562576,NaN,,4.73162,NaN,NaN,NaN
"Italy",ITA,380,1969,269.660969,32.906384,198.914896,22.346736,15.492953,NaN,,5.087799,NaN,NaN,NaN
"Italy",ITA,380,1970,296.364546,32.880736,225.064864,22.071936,16.34701,NaN,,5.557804,NaN,NaN,NaN
"Italy",ITA,380,1971,311.049181,30.707984,239.724528,25.054432,15.562237,NaN,,5.799251,NaN,NaN,NaN
"Italy",ITA,380,1972,328.237476,29.121472,253.955504,28.949264,16.211236,NaN,,6.078987,NaN,NaN,NaN
"Italy",ITA,380,1973,353.349132,29.417952,273.822542,32.697198,17.41144,NaN,,6.497827,NaN,NaN,NaN
"Italy",ITA,380,1974,358.252934,31.67528,272.279168,37.065024,17.233462,NaN,,6.543351,NaN,NaN,NaN
"Italy",ITA,380,1975,341.052459,30.605392,252.19312,42.17264,16.081307,NaN,,6.190375,NaN,NaN,NaN
"Italy",ITA,380,1976,365.795463,30.9608,266.94072,51.006544,16.887399,NaN,,6.604129,NaN,NaN,NaN
"Italy",ITA,380,1977,354.417634,31.367827,255.43839,50.039763,17.571654,NaN,,6.368729,NaN,NaN,NaN
"Italy",ITA,380,1978,371.273837,35.5408,266.383792,51.951856,17.397389,NaN,,6.644482,NaN,NaN,NaN
"Italy",ITA,380,1979,385.255527,40.128128,276.566048,50.878304,17.683047,NaN,,6.870891,NaN,NaN,NaN
"Italy",ITA,380,1980,386.433006,44.913312,270.681664,52.241312,18.596718,NaN,,6.860227,NaN,NaN,NaN
"Italy",ITA,380,1981,375.300134,47.771232,258.784656,50.449616,18.29463,NaN,,6.638613,NaN,NaN,NaN
"Italy",ITA,380,1982,366.879031,49.841886,246.937729,52.802428,17.296988,NaN,,6.483583,NaN,NaN,NaN
"Italy",ITA,380,1983,358.409081,44.48096,245.535632,51.512176,16.880313,NaN,,6.331475,NaN,NaN,NaN
"Italy",ITA,380,1984,364.601058,54.659552,232.935136,60.928656,16.077714,NaN,,6.439412,NaN,NaN,NaN
"Italy",ITA,380,1985,368.982391,59.397104,231.652736,62.504176,15.428375,NaN,,6.514926,NaN,NaN,NaN
"Italy",ITA,380,1986,363.187621,53.285019,235.329037,59.631003,14.942562,NaN,,6.412318,NaN,NaN,NaN
"Italy",ITA,380,1987,380.098579,55.623716,243.057427,66.110184,15.307252,NaN,,6.710243,NaN,NaN,NaN
"Italy",ITA,380,1988,385.962261,52.69248,247.47988,70.41175,15.378151,NaN,,6.810591,NaN,NaN,NaN
"Italy",ITA,380,1989,404.741934,52.15704,252.456928,84.334288,15.793678,NaN,,7.136855,NaN,NaN,NaN
"Italy",ITA,380,1990,438.206988,69.580088,254.821517,88.992265,15.845935,4.047634,4.9195,7.720816,NaN,NaN,NaN
"Italy",ITA,380,1991,437.741207,65.966185,252.299888,94.754985,15.692164,3.979914,5.0481,7.707459,NaN,NaN,NaN
"Italy",ITA,380,1992,437.935972,58.065032,259.9192,94.458123,16.427096,3.956085,5.1104,7.705638,NaN,NaN,NaN
"Italy",ITA,380,1993,430.267189,52.079079,257.997999,96.872426,14.065229,4.179991,5.0725,7.565875,NaN,NaN,NaN
"Italy",ITA,380,1994,424.506018,54.772146,254.220798,92.793643,13.791223,4.070158,4.8581,7.462685,NaN,NaN,NaN
"Italy",ITA,380,1995,448.594855,58.416932,262.967695,102.912719,15.310154,4.002398,4.985,7.885978,NaN,NaN,NaN
"Italy",ITA,380,1996,442.84207,53.524423,260.652395,106.189937,13.987543,3.850362,4.6374,7.782954,NaN,NaN,NaN
"Italy",ITA,380,1997,448.569827,54.146179,261.584902,109.923345,14.232612,4.012577,4.6702,7.879904,NaN,NaN,NaN
"Italy",ITA,380,1998,460.823137,54.867122,264.36379,118.554695,14.538381,3.886827,4.6123,8.093315,NaN,NaN,NaN
"Italy",ITA,380,1999,465.506297,53.939637,259.459609,129.051474,15.277308,3.108679,4.6696,8.174655,NaN,NaN,NaN
"Italy",ITA,380,2000,469.59692,56.032194,254.694979,134.813295,15.862119,3.261918,4.9324,8.243402,NaN,NaN,NaN
"Italy",ITA,380,2001,469.677724,59.024471,250.894409,135.107373,16.394484,3.070873,5.1861,8.240684,NaN,NaN,NaN
"Italy",ITA,380,2002,477.105485,60.015667,256.777348,135.864675,16.288779,2.842968,5.316,8.354504,NaN,NaN,NaN
"Italy",ITA,380,2003,495.092294,65.125831,255.077974,149.02423,16.93841,3.383522,5.5423,8.62152,NaN,NaN,NaN
"Italy",ITA,380,2004,500.68565,72.217312,247.919934,154.661764,17.407936,2.646031,5.8327,8.6533,NaN,NaN,NaN
"Italy",ITA,380,2005,501.36407,71.264929,238.520895,165.659608,17.403219,2.557067,5.9584,8.614521,NaN,NaN,NaN
"Italy",ITA,380,2006,495.936888,70.786907,236.560964,162.584734,17.473865,2.591484,5.9389,8.487724,NaN,NaN,NaN
"Italy",ITA,380,2007,489.653139,70.675246,229.103096,163.512326,17.913986,2.52629,5.9222,8.330483,NaN,NaN,NaN
"Italy",ITA,380,2008,478.126153,68.138769,218.697978,167.141928,16.127209,2.596047,5.4242,8.073151,NaN,NaN,NaN
"Italy",ITA,380,2009,424.061139,52.387805,198.108814,154.034299,13.340683,2.231504,3.958,7.119559,NaN,NaN,NaN
"Italy",ITA,380,2010,435.71033,58.217963,193.381079,164.346876,13.276015,2.376961,4.1114,7.283392,NaN,NaN,NaN
"Italy",ITA,380,2011,423.894323,65.439217,186.073261,153.000385,12.583285,2.615166,4.183,7.061851,NaN,NaN,NaN
"Italy",ITA,380,2012,403.441335,66.958943,172.424133,147.713829,10.07146,2.527781,3.7452,6.702781,NaN,NaN,NaN
"Italy",ITA,380,2013,369.474689,57.781948,158.978215,137.700968,8.877183,2.701607,3.4348,6.125995,NaN,NaN,NaN
"Italy",ITA,380,2014,349.400334,55.837153,157.754691,121.589383,8.338587,2.501145,3.3794,5.792178,NaN,NaN,NaN
"Italy",ITA,380,2015,361.254334,53.062915,161.536307,132.756286,8.196151,2.574282,3.1284,5.997624,NaN,NaN,NaN
"Italy",ITA,380,2016,358.144354,48.302166,156.137019,140.791993,7.680499,2.18869,3.044,5.957294,NaN,NaN,NaN
"Italy",ITA,380,2017,352.678609,41.798007,148.862094,148.758081,7.711494,2.35126,3.1977,5.877582,NaN,NaN,NaN
"Italy",ITA,380,2018,349.062123,39.214171,152.85185,143.671518,7.756716,2.295148,3.2727,5.829611,NaN,NaN,NaN
"Italy",ITA,380,2019,339.633549,30.482638,148.58689,146.768972,7.911519,2.756264,3.1273,5.686344,NaN,NaN,NaN
"Italy",ITA,380,2020,302.602423,22.129336,127.651158,140.815943,7.059192,2.112355,2.8344,5.085706,NaN,NaN,NaN
"Italy",ITA,380,2021,335.977801,24.565639,147.039186,151.363877,7.918827,1.815685,3.2746,5.671437,NaN,NaN,NaN
"Italy",ITA,380,2022,340.672311,31.376494,157.94858,137.601074,7.918827,2.54943,3.2779,5.770442,NaN,NaN,NaN
