Country,ISO3166_1Alpha_3,UNM49,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,PerCapita,Var13,Var14,Var15
"Italy",ITA,380,2023,313.460638,21.872148,155.899354,121.942973,7.918827,2.54943,3.2779,5.324555,NaN,NaN,NaN
"Mexico",MEX,484,1856,0.007969,0.007969,NaN,NaN,NaN,NaN,,0.000958,NaN,NaN,NaN
"Mexico",MEX,484,1857,0.007325,0.007325,NaN,NaN,NaN,NaN,,0.000869,NaN,NaN,NaN
"Mexico",MEX,484,1858,0.015481,0.015481,NaN,NaN,NaN,NaN,,0.001812,NaN,NaN,NaN
"Mexico",MEX,484,1859,0.007979,0.007979,NaN,NaN,NaN,NaN,,0.000923,NaN,NaN,NaN
"Mexico",MEX,484,1860,0.00504,0.00504,NaN,NaN,NaN,NaN,,0.000578,NaN,NaN,NaN
"Mexico",MEX,484,1861,0.011711,0.011711,NaN,NaN,NaN,NaN,,0.001332,NaN,NaN,NaN
"Mexico",MEX,484,1862,0.032768,0.032768,NaN,NaN,NaN,NaN,,0.003704,NaN,NaN,NaN
"Mexico",MEX,484,1863,0.021575,0.021575,NaN,NaN,NaN,NaN,,0.002429,NaN,NaN,NaN
"Mexico",MEX,484,1864,0.006127,0.006127,NaN,NaN,NaN,NaN,,0.000687,NaN,NaN,NaN
"Mexico",MEX,484,1865,0.020357,0.020357,NaN,NaN,NaN,NaN,,0.002273,NaN,NaN,NaN
"Mexico",MEX,484,1866,0.035192,0.035192,NaN,NaN,NaN,NaN,,0.003914,NaN,NaN,NaN
"Mexico",MEX,484,1867,0.01534,0.01534,NaN,NaN,NaN,NaN,,0.001699,NaN,NaN,NaN
"Mexico",MEX,484,1868,0.011595,0.011595,NaN,NaN,NaN,NaN,,0.001279,NaN,NaN,NaN
"Mexico",MEX,484,1869,0.003583,0.003583,NaN,NaN,NaN,NaN,,0.000393,NaN,NaN,NaN
"Mexico",MEX,484,1870,0.010454,0.010454,NaN,NaN,NaN,NaN,,0.001139,NaN,NaN,NaN
"Mexico",MEX,484,1871,0.012655,0.012655,NaN,NaN,NaN,NaN,,0.001367,NaN,NaN,NaN
"Mexico",MEX,484,1872,0.02523,0.02523,NaN,NaN,NaN,NaN,,0.002698,NaN,NaN,NaN
"Mexico",MEX,484,1873,0.033314,0.033314,NaN,NaN,NaN,NaN,,0.003521,NaN,NaN,NaN
"Mexico",MEX,484,1874,0.034471,0.034471,NaN,NaN,NaN,NaN,,0.003602,NaN,NaN,NaN
"Mexico",MEX,484,1875,0.037313,0.037313,NaN,NaN,NaN,NaN,,0.003854,NaN,NaN,NaN
"Mexico",MEX,484,1876,0.037844,0.037844,NaN,NaN,NaN,NaN,,0.003864,NaN,NaN,NaN
"Mexico",MEX,484,1877,0.046777,0.046777,NaN,NaN,NaN,NaN,,0.004721,NaN,NaN,NaN
"Mexico",MEX,484,1878,0.061573,0.061573,NaN,NaN,NaN,NaN,,0.006142,NaN,NaN,NaN
"Mexico",MEX,484,1879,0.080263,0.080263,NaN,NaN,NaN,NaN,,0.007914,NaN,NaN,NaN
"Mexico",MEX,484,1880,0.088427,0.088427,NaN,NaN,NaN,NaN,,0.008619,NaN,NaN,NaN
"Mexico",MEX,484,1881,0.057898,0.057898,NaN,NaN,NaN,NaN,,0.005578,NaN,NaN,NaN
"Mexico",MEX,484,1882,0.079114,0.079114,NaN,NaN,NaN,NaN,,0.007535,NaN,NaN,NaN
"Mexico",MEX,484,1883,0.083428,0.083428,NaN,NaN,NaN,NaN,,0.007854,NaN,NaN,NaN
"Mexico",MEX,484,1884,0.071496,0.071496,NaN,NaN,NaN,NaN,,0.006653,NaN,NaN,NaN
"Mexico",MEX,484,1885,0.063815,0.063815,NaN,NaN,NaN,NaN,,0.00587,NaN,NaN,NaN
"Mexico",MEX,484,1886,0.088327,0.088327,NaN,NaN,NaN,NaN,,0.008031,NaN,NaN,NaN
"Mexico",MEX,484,1887,0.172716,0.172716,NaN,NaN,NaN,NaN,,0.015524,NaN,NaN,NaN
"Mexico",MEX,484,1888,0.232112,0.232112,NaN,NaN,NaN,NaN,,0.020623,NaN,NaN,NaN
"Mexico",MEX,484,1889,0.297114,0.297114,NaN,NaN,NaN,NaN,,0.026079,NaN,NaN,NaN
"Mexico",MEX,484,1890,0.456209,0.456209,NaN,NaN,NaN,NaN,,0.039537,NaN,NaN,NaN
"Mexico",MEX,484,1891,1.104052,1.104052,0,0,NaN,NaN,,0.09442,NaN,NaN,NaN
"Mexico",MEX,484,1892,1.620459,1.620459,0,0,NaN,NaN,,0.136678,NaN,NaN,NaN
"Mexico",MEX,484,1893,1.420225,1.420225,0,0,NaN,NaN,,0.118077,NaN,NaN,NaN
"Mexico",MEX,484,1894,1.556654,1.556654,0,0,NaN,NaN,,0.127571,NaN,NaN,NaN
"Mexico",MEX,484,1895,1.506848,1.506848,0,0,NaN,NaN,,0.121725,NaN,NaN,NaN
"Mexico",MEX,484,1896,1.647261,1.647261,0,0,NaN,NaN,,0.131166,NaN,NaN,NaN
"Mexico",MEX,484,1897,2.310492,2.310492,0,0,NaN,NaN,,0.181349,NaN,NaN,NaN
"Mexico",MEX,484,1898,2.617837,2.617837,0,0,NaN,NaN,,0.202536,NaN,NaN,NaN
"Mexico",MEX,484,1899,3.259902,3.259902,0,0,NaN,NaN,,0.248869,NaN,NaN,NaN
"Mexico",MEX,484,1900,3.50423,3.50423,0,0,NaN,NaN,,0.264249,NaN,NaN,NaN
"Mexico",MEX,484,1901,4.199414,4.192086,0.007328,0,NaN,NaN,,0.313117,NaN,NaN,NaN
"Mexico",MEX,484,1902,4.570518,4.555862,0.014656,0,NaN,NaN,,0.3373,NaN,NaN,NaN
"Mexico",MEX,484,1903,5.383771,5.354459,0.029312,0,NaN,NaN,,0.393646,NaN,NaN,NaN
"Mexico",MEX,484,1904,5.777833,5.719209,0.058624,0,NaN,NaN,,0.418555,NaN,NaN,NaN
"Mexico",MEX,484,1905,6.156636,6.046716,0.10992,0,NaN,NaN,,0.441875,NaN,NaN,NaN
"Mexico",MEX,484,1906,6.455764,6.235503,0.22026,0,NaN,NaN,,0.459062,NaN,NaN,NaN
"Mexico",MEX,484,1907,7.151416,6.67876,0.472656,0,NaN,NaN,,0.50383,NaN,NaN,NaN
"Mexico",MEX,484,1908,7.118767,5.400351,1.718416,0,NaN,NaN,,0.496896,NaN,NaN,NaN
"Mexico",MEX,484,1909,7.186217,5.958777,1.22744,0,NaN,NaN,,0.498022,NaN,NaN,NaN
"Mexico",MEX,484,1910,7.363978,5.770138,1.59384,0,NaN,NaN,,0.507754,NaN,NaN,NaN
"Mexico",MEX,484,1911,11.143016,5.3942,5.748816,0,NaN,NaN,,0.766013,NaN,NaN,NaN
"Mexico",MEX,484,1912,10.87547,4.103608,6.771862,0,NaN,NaN,,0.746916,NaN,NaN,NaN
"Mexico",MEX,484,1913,13.603184,2.996258,10.606925,0,NaN,NaN,,0.935312,NaN,NaN,NaN
"Mexico",MEX,484,1914,11.933138,3.267778,8.66536,0,NaN,NaN,,0.821416,NaN,NaN,NaN
"Mexico",MEX,484,1915,15.777556,2.31602,13.461536,0,NaN,NaN,,1.087278,NaN,NaN,NaN
"Mexico",MEX,484,1916,18.40763,1.79139,16.61624,0,NaN,NaN,,1.269964,NaN,NaN,NaN
"Mexico",MEX,484,1917,27.475374,2.160798,25.314576,0,NaN,NaN,,1.89771,NaN,NaN,NaN
"Mexico",MEX,484,1918,32.390639,3.228863,29.161776,0,NaN,NaN,,2.238702,NaN,NaN,NaN
"Mexico",MEX,484,1919,42.360897,2.591841,39.769056,0,NaN,NaN,,2.921017,NaN,NaN,NaN
"Mexico",MEX,484,1920,77.665348,2.78418,74.881168,0,NaN,NaN,,5.326986,NaN,NaN,NaN
"Mexico",MEX,484,1921,91.419167,2.523199,88.895968,0,NaN,NaN,,6.218319,NaN,NaN,NaN
"Mexico",MEX,484,1922,86.504694,2.720006,83.784688,0,NaN,NaN,,5.817921,NaN,NaN,NaN
"Mexico",MEX,484,1923,73.32012,3.671144,69.648976,0,NaN,NaN,,4.861611,NaN,NaN,NaN
"Mexico",MEX,484,1924,68.933873,3.384913,65.54896,0,NaN,NaN,,4.506285,NaN,NaN,NaN
"Mexico",MEX,484,1925,57.506008,3.158072,54.073119,0.274818,NaN,NaN,,3.706194,NaN,NaN,NaN
"Mexico",MEX,484,1926,45.13401,2.928394,42.205616,NaN,NaN,NaN,,2.867793,NaN,NaN,NaN
"Mexico",MEX,484,1927,32.859716,3.016436,29.84328,NaN,NaN,NaN,,2.058433,NaN,NaN,NaN
"Mexico",MEX,484,1928,24.456444,2.31209,22.03896,NaN,0.105394,NaN,,1.510411,NaN,NaN,NaN
"Mexico",MEX,484,1929,22.48231,2.331231,19.635376,0.40304,0.112663,NaN,,1.368064,NaN,NaN,NaN
"Mexico",MEX,484,1930,20.71898,2.790587,17.367901,0.560491,NaN,NaN,,1.241469,NaN,NaN,NaN
"Mexico",MEX,484,1931,16.948686,1.944606,14.520432,0.483648,NaN,NaN,,0.99942,NaN,NaN,NaN
"Mexico",MEX,484,1932,16.326146,1.439314,14.414176,0.472656,NaN,NaN,,0.946861,NaN,NaN,NaN
"Mexico",MEX,484,1933,17.630241,2.116865,14.938128,0.575248,NaN,NaN,,1.005084,NaN,NaN,NaN
"Mexico",MEX,484,1934,19.065008,1.65368,16.773792,0.637536,NaN,NaN,,1.068372,NaN,NaN,NaN
"Mexico",MEX,484,1935,21.662626,2.614501,17.814368,1.110192,0.123566,NaN,,1.193269,NaN,NaN,NaN
"Mexico",MEX,484,1936,22.212919,2.72934,18.033553,1.308266,0.141761,NaN,,1.202747,NaN,NaN,NaN
"Mexico",MEX,484,1937,25.130571,2.580048,20.588016,1.791696,0.170811,NaN,,1.337558,NaN,NaN,NaN
"Mexico",MEX,484,1938,24.47615,2.281467,19.971816,2.037492,0.185376,NaN,,1.280545,NaN,NaN,NaN
"Mexico",MEX,484,1939,22.826159,1.822111,18.829296,1.971232,0.20352,NaN,,1.169922,NaN,NaN,NaN
"Mexico",MEX,484,1940,23.378443,1.714928,19.328213,2.095477,0.239825,NaN,,1.169925,NaN,NaN,NaN
"Mexico",MEX,484,1941,22.710595,1.78766,18.895248,1.762384,0.265303,NaN,,1.106027,NaN,NaN,NaN
"Mexico",MEX,484,1942,19.116281,1.871876,15.279594,1.674125,0.290687,NaN,,0.903138,NaN,NaN,NaN
"Mexico",MEX,484,1943,19.197289,2.136004,15.429802,1.34443,0.287053,NaN,,0.877156,NaN,NaN,NaN
"Mexico",MEX,484,1944,20.265532,1.852735,16.770128,1.341024,0.301646,NaN,,0.895532,NaN,NaN,NaN
"Mexico",MEX,484,1945,22.768986,1.887188,19.115088,1.399648,0.367063,NaN,,0.97309,NaN,NaN,NaN
"Mexico",MEX,484,1946,25.623044,1.854249,21.617027,1.788288,0.36348,NaN,,1.059074,NaN,NaN,NaN
"Mexico",MEX,484,1947,29.351927,1.971232,24.702688,2.183744,0.494263,NaN,,1.173325,NaN,NaN,NaN
"Mexico",MEX,484,1948,30.509423,2.000784,25.68406,2.290275,0.534304,NaN,,1.179511,NaN,NaN,NaN
"Mexico",MEX,484,1949,28.958958,2.036926,23.98151,2.333673,0.606849,NaN,,1.083485,NaN,NaN,NaN
"Mexico",MEX,484,1950,30.507611,1.857648,23.680432,1.535216,0.755931,2.678384,,1.105343,NaN,NaN,NaN
"Mexico",MEX,484,1951,34.889399,2.128784,26.622624,1.659792,0.799543,3.678656,,1.231622,NaN,NaN,NaN
"Mexico",MEX,484,1952,37.212196,2.605104,28.058912,1.94192,0.821348,3.784912,,1.280456,NaN,NaN,NaN
"Mexico",MEX,484,1953,36.706534,2.82128,27.329776,2.066496,0.824982,3.664,,1.23085,NaN,NaN,NaN
"Mexico",MEX,484,1954,36.270192,2.63808,26.813152,2.205728,0.86496,3.748272,,1.184646,NaN,NaN,NaN
"Mexico",MEX,484,1955,39.661986,2.682048,28.846672,2.330304,0.995794,4.807168,,1.261027,NaN,NaN,NaN
"Mexico",MEX,484,1956,42.134116,2.817616,31.176976,2.476864,1.126628,4.536032,,1.303415,NaN,NaN,NaN
"Mexico",MEX,484,1957,49.277786,2.850804,36.470503,2.634612,1.264825,6.057042,,1.482506,NaN,NaN,NaN
"Mexico",MEX,484,1958,54.0081,2.887232,37.90408,4.583664,1.253828,7.379296,,1.580104,NaN,NaN,NaN
"Mexico",MEX,484,1959,58.286969,3.13272,39.838672,5.14792,1.337417,8.83024,,1.656848,NaN,NaN,NaN
"Mexico",MEX,484,1960,63.052287,3.491792,42.967728,6.379024,1.526399,8.687344,,1.738508,NaN,NaN,NaN
"Mexico",MEX,484,1961,65.239903,3.576064,44.971936,8.035152,1.500959,7.155792,,1.742551,NaN,NaN,NaN
"Mexico",MEX,484,1962,63.743714,3.718746,42.225173,11.848695,1.657138,4.293961,,1.647836,NaN,NaN,NaN
"Mexico",MEX,484,1963,66.292194,4.077807,42.774836,11.658204,1.860651,5.920697,,1.658046,NaN,NaN,NaN
"Mexico",MEX,484,1964,74.200126,4.235375,46.449899,13.453544,2.184097,7.877211,,1.795141,NaN,NaN,NaN
"Mexico",MEX,484,1965,75.167897,4.070506,47.296271,15.765424,2.125953,5.909744,,1.758807,NaN,NaN,NaN
"Mexico",MEX,484,1966,80.84457,4.43344,50.303056,17.011952,2.43497,6.661152,,1.829873,NaN,NaN,NaN
"Mexico",MEX,484,1967,90.005531,5.015812,56.606496,19.814106,2.765578,5.80354,,1.971343,NaN,NaN,NaN
"Mexico",MEX,484,1968,93.887231,5.814768,59.41176,19.825904,3.027359,5.80744,,1.990387,NaN,NaN,NaN
"Mexico",MEX,484,1969,102.176189,6.206593,66.902242,19.59437,3.354324,6.118661,,2.097454,NaN,NaN,NaN
"Mexico",MEX,484,1970,113.95068,6.767408,73.40824,20.61,3.550696,9.614336,,2.265903,NaN,NaN,NaN
"Mexico",MEX,484,1971,126.182311,7.426928,84.935184,20.086048,3.614183,10.119968,,2.431367,NaN,NaN,NaN
"Mexico",MEX,484,1972,132.260755,8.1524,89.892576,21.555312,4.196627,8.46384,,2.470158,NaN,NaN,NaN
"Mexico",MEX,484,1973,144.040503,9.03176,99.048912,24.021184,4.742551,7.196096,,2.608097,NaN,NaN,NaN
"Mexico",MEX,484,1974,154.701449,11.13856,103.328464,25.091072,5.100329,10.043024,,2.71664,NaN,NaN,NaN
"Mexico",MEX,484,1975,164.103598,11.204762,111.171903,25.718189,5.551455,10.457289,,2.796019,NaN,NaN,NaN
"Mexico",MEX,484,1976,183.693492,11.680832,129.408816,25.182672,5.974836,11.446336,,3.03864,NaN,NaN,NaN
"Mexico",MEX,484,1977,192.337707,12.526978,139.958475,26.501208,6.239357,7.111689,,3.089142,NaN,NaN,NaN
"Mexico",MEX,484,1978,222.047578,15.799168,155.569776,33.503616,6.586058,10.58896,,3.462784,NaN,NaN,NaN
"Mexico",MEX,484,1979,240.175366,17.29408,166.466512,40.882912,7.060694,8.471168,,3.640515,NaN,NaN,NaN
"Mexico",MEX,484,1980,267.644671,10.662386,195.799507,43.792726,7.504445,9.885607,,3.95309,NaN,NaN,NaN
"Mexico",MEX,484,1981,283.586707,8.559104,207.60224,47.309568,8.248099,11.867696,,4.096075,NaN,NaN,NaN
"Mexico",MEX,484,1982,303.763703,10.336268,215.577697,51.84256,8.789834,17.217343,,4.299144,NaN,NaN,NaN
"Mexico",MEX,484,1983,277.430425,10.651248,195.683248,51.90056,7.719721,11.475648,,3.848907,NaN,NaN,NaN
"Mexico",MEX,484,1984,276.491046,10.566976,197.907296,52.446496,8.278918,7.29136,,3.762313,NaN,NaN,NaN
"Mexico",MEX,484,1985,287.181095,12.893616,204.220368,54.582608,9.222727,6.261776,,3.835627,NaN,NaN,NaN
"Mexico",MEX,484,1986,293.219279,12.417296,219.557872,48.43808,8.742655,4.063376,,3.846792,NaN,NaN,NaN
"Mexico",MEX,484,1987,305.79015,11.593034,230.845746,49.12017,9.819691,4.411509,,3.942957,NaN,NaN,NaN
"Mexico",MEX,484,1988,305.41815,11.054288,232.341568,49.632544,9.821286,2.568464,,3.871344,NaN,NaN,NaN
"Mexico",MEX,484,1989,323.216262,12.329485,247.677918,51.277986,9.857029,2.073845,,4.028433,NaN,NaN,NaN
"Mexico",MEX,484,1990,316.745775,15.894616,235.641894,52.923428,10.43916,1.846677,,3.875968,NaN,NaN,NaN
"Mexico",MEX,484,1991,329.827499,15.509712,246.53224,55.267776,10.649131,1.86864,,3.957063,NaN,NaN,NaN
"Mexico",MEX,484,1992,332.453266,14.806224,248.719648,55.612192,11.424578,1.890624,,3.911529,NaN,NaN,NaN
"Mexico",MEX,484,1993,337.721928,18.202752,249.796864,55.066256,12.043624,2.612432,,3.897611,NaN,NaN,NaN
"Mexico",MEX,484,1994,351.533911,20.247264,258.051856,56.90192,13.526422,2.806449,,3.980481,NaN,NaN,NaN
"Mexico",MEX,484,1995,330.905297,22.266128,237.244,56.92024,10.79584,3.679089,,3.677969,NaN,NaN,NaN
"Mexico",MEX,484,1996,341.543944,25.19706,236.842104,62.745332,12.051645,4.707803,,3.729193,NaN,NaN,NaN
"Mexico",MEX,484,1997,362.462459,25.574465,252.201598,65.771808,12.689368,6.225221,,3.889788,NaN,NaN,NaN
"Mexico",MEX,484,1998,381.101784,26.266967,264.274488,71.088255,13.206472,6.265602,,4.021449,NaN,NaN,NaN
"Mexico",MEX,484,1999,386.040019,26.003408,271.403472,69.802864,13.670975,5.1593,,4.007274,NaN,NaN,NaN
"Mexico",MEX,484,2000,391.438932,26.699568,263.873952,81.201568,14.280958,5.382886,,3.99944,NaN,NaN,NaN
"Mexico",MEX,484,2001,407.484682,30.638368,275.576768,82.887008,13.813007,4.569531,,4.099679,NaN,NaN,NaN
"Mexico",MEX,484,2002,410.301049,34.701435,265.359172,92.170763,14.343134,3.726546,,4.065725,NaN,NaN,NaN
"Mexico",MEX,484,2003,435.968675,42.458432,273.195168,101.903168,14.438746,3.973161,,4.256287,NaN,NaN,NaN
"Mexico",MEX,484,2004,438.588437,37.881779,276.73594,105.646892,15.134717,3.18911,,4.219395,NaN,NaN,NaN
"Mexico",MEX,484,2005,463.431863,46.8076,291.12312,105.515872,16.461657,3.523614,,4.395119,NaN,NaN,NaN
"Mexico",MEX,484,2006,474.519064,50.2884,284.689136,117.936832,17.592605,4.012092,,4.439455,NaN,NaN,NaN
"Mexico",MEX,484,2007,473.59526,45.840304,286.649376,117.273648,18.82023,5.011702,,4.372874,NaN,NaN,NaN
"Mexico",MEX,484,2008,472.981288,40.783984,288.397104,118.56704,18.512234,6.720925,,4.312198,NaN,NaN,NaN
"Mexico",MEX,484,2009,460.293543,40.813296,272.740832,123.432832,17.738942,5.567641,,4.144943,NaN,NaN,NaN
"Mexico",MEX,484,2010,456.408968,51.054176,259.678672,124.121664,16.857204,4.697251,,4.0558,NaN,NaN,NaN
"Mexico",MEX,484,2011,483.301611,56.041308,272.512081,130.70687,17.667595,6.373758,,4.233899,NaN,NaN,NaN
"Mexico",MEX,484,2012,501.488614,49.222543,290.157986,135.726564,18.331257,8.050264,,4.332294,NaN,NaN,NaN
"Mexico",MEX,484,2013,495.415111,49.97696,277.69456,142.276784,17.366974,8.099833,,4.223823,NaN,NaN,NaN
"Mexico",MEX,484,2014,484.044533,48.943712,269.274688,138.502864,18.190161,9.133108,,4.075962,NaN,NaN,NaN
"Mexico",MEX,484,2015,479.433704,44.114222,258.874271,147.976833,19.073898,9.39448,,3.990296,NaN,NaN,NaN
"Mexico",MEX,484,2016,478.82774,47.621008,251.592224,151.455104,19.637319,8.522085,,3.940346,NaN,NaN,NaN
"Mexico",MEX,484,2017,464.406462,48.52968,245.839744,143.251408,19.662371,7.12326,,3.780603,NaN,NaN,NaN
"Mexico",MEX,484,2018,468.413278,47.313232,228.842448,165.5212,19.375978,7.36042,,3.777104,NaN,NaN,NaN
"Mexico",MEX,484,2019,468.235663,45.268362,238.026216,157.100087,19.411144,8.429853,,3.743331,NaN,NaN,NaN
"Mexico",MEX,484,2020,428.940285,33.704844,204.105017,160.950799,19.337553,10.842072,,3.404334,NaN,NaN,NaN
"Mexico",MEX,484,2021,446.834111,29.220157,219.977403,165.838589,19.560929,12.237033,,3.526567,NaN,NaN,NaN
"Mexico",MEX,484,2022,465.335664,35.957891,235.344278,164.58806,18.789932,10.655503,,3.649573,NaN,NaN,NaN
"Mexico",MEX,484,2023,482.62343,38.865253,238.040779,176.578687,18.815774,10.322937,,3.757124,NaN,NaN,NaN
"USA",USA,840,1800,0.252816,0.252816,0,0,0,NaN,,0.042136,NaN,NaN,NaN
"USA",USA,840,1801,0.267472,0.267472,0,0,0,NaN,,0.043749,NaN,NaN,NaN
"USA",USA,840,1802,0.289456,0.289456,0,0,0,NaN,,0.046464,NaN,NaN,NaN
"USA",USA,840,1803,0.296784,0.296784,0,0,0,NaN,,0.046753,NaN,NaN,NaN
"USA",USA,840,1804,0.333424,0.333424,0,0,0,NaN,,0.051548,NaN,NaN,NaN
"USA",USA,840,1805,0.340752,0.340752,0,0,0,NaN,,0.0517,NaN,NaN,NaN
"USA",USA,840,1806,0.333424,0.333424,0,0,0,NaN,,0.049647,NaN,NaN,NaN
"USA",USA,840,1807,0.377392,0.377392,0,0,0,NaN,,0.055148,NaN,NaN,NaN
"USA",USA,840,1808,0.392048,0.392048,0,0,0,NaN,,0.056224,NaN,NaN,NaN
"USA",USA,840,1809,0.40304,0.40304,0,0,0,NaN,,0.056724,NaN,NaN,NaN
"USA",USA,840,1810,0.417696,0.417696,0,0,0,NaN,,0.057196,NaN,NaN,NaN
"USA",USA,840,1811,0.447008,0.447008,0,0,0,NaN,,0.05958,NaN,NaN,NaN
"USA",USA,840,1812,0.483648,0.483648,0,0,0,NaN,,0.062584,NaN,NaN,NaN
"USA",USA,840,1813,0.520288,0.520288,0,0,0,NaN,,0.065198,NaN,NaN,NaN
"USA",USA,840,1814,0.560592,0.560592,0,0,0,NaN,,0.068029,NaN,NaN,NaN
"USA",USA,840,1815,0.600896,0.600896,0,0,0,NaN,,0.070617,NaN,NaN,NaN
"USA",USA,840,1816,0.663184,0.663184,0,0,0,NaN,,0.075474,NaN,NaN,NaN
"USA",USA,840,1817,0.718144,0.718144,0,0,0,NaN,,0.079147,NaN,NaN,NaN
"USA",USA,840,1818,0.780432,0.780432,0,0,0,NaN,,0.083295,NaN,NaN,NaN
"USA",USA,840,1819,0.762112,0.762112,0,0,0,NaN,,0.078834,NaN,NaN,NaN
"USA",USA,840,1820,0.791424,0.791424,0,0,0,NaN,,0.079407,NaN,NaN,NaN
"USA",USA,840,1821,0.828064,0.828064,0,0,0,NaN,,0.08065,NaN,NaN,NaN
"USA",USA,840,1822,0.864704,0.864704,0,0,0,NaN,,0.081812,NaN,NaN,NaN
"USA",USA,840,1823,0.901344,0.901344,0,0,0,NaN,,0.082902,NaN,NaN,NaN
"USA",USA,840,1824,1.014928,1.014928,0,0,0,NaN,,0.090748,NaN,NaN,NaN
"USA",USA,840,1825,1.13584,1.13584,0,0,0,NaN,,0.098729,NaN,NaN,NaN
"USA",USA,840,1826,1.315376,1.315376,0,0,0,NaN,,0.111148,NaN,NaN,NaN
"USA",USA,840,1827,1.44728,1.44728,0,0,0,NaN,,0.118886,NaN,NaN,NaN
"USA",USA,840,1828,1.59384,1.59384,0,0,0,NaN,,0.127277,NaN,NaN,NaN
"USA",USA,840,1829,1.79536,1.79536,0,0,0,NaN,,0.139394,NaN,NaN,NaN
"USA",USA,840,1830,2.08848,2.08848,0,0,0,NaN,,0.157679,NaN,NaN,NaN
"USA",USA,840,1831,2.264352,2.264352,0,0,0,NaN,,0.166264,NaN,NaN,NaN
"USA",USA,840,1832,3.0228,3.0228,0,0,0,NaN,,0.21589,NaN,NaN,NaN
"USA",USA,840,1833,3.528432,3.528432,0,0,0,NaN,,0.245149,NaN,NaN,NaN
"USA",USA,840,1834,3.381872,3.381872,0,0,0,NaN,,0.228577,NaN,NaN,NaN
"USA",USA,840,1835,4.316192,4.316192,0,0,0,NaN,,0.283793,NaN,NaN,NaN
"USA",USA,840,1836,4.730224,4.730224,0,0,0,NaN,,0.302558,NaN,NaN,NaN
"USA",USA,840,1837,5.305472,5.305472,0,0,0,NaN,,0.330123,NaN,NaN,NaN
"USA",USA,840,1838,5.030672,5.030672,0,0,0,NaN,,0.304512,NaN,NaN,NaN
"USA",USA,840,1839,5.517984,5.517984,0,0,0,NaN,,0.324749,NaN,NaN,NaN
"USA",USA,840,1840,5.873392,5.873392,0,0,0,NaN,,0.335906,NaN,NaN,NaN
"USA",USA,840,1841,6.214144,6.214144,0,0,0,NaN,,0.345181,NaN,NaN,NaN
"USA",USA,840,1842,6.917632,6.917632,0,0,0,NaN,,0.373029,NaN,NaN,NaN
"USA",USA,840,1843,7.764016,7.764016,0,0,0,NaN,,0.406239,NaN,NaN,NaN
"USA",USA,840,1844,9.30656,9.30656,0,0,0,NaN,,0.472493,NaN,NaN,NaN
"USA",USA,840,1845,11.204512,11.204512,0,0,0,NaN,,0.551962,NaN,NaN,NaN
"USA",USA,840,1846,12.710416,12.710416,0,0,0,NaN,,0.607556,NaN,NaN,NaN
"USA",USA,840,1847,15.070032,15.070032,0,0,0,NaN,,0.698957,NaN,NaN,NaN
"USA",USA,840,1848,16.784784,16.784784,0,0,0,NaN,,0.755375,NaN,NaN,NaN
"USA",USA,840,1849,18.221072,18.221072,0,0,0,NaN,,0.795684,NaN,NaN,NaN
"USA",USA,840,1850,19.792928,19.792928,0,0,0,NaN,,0.838701,NaN,NaN,NaN
"USA",USA,840,1851,24.633072,24.633072,0,0,0,NaN,,1.013303,NaN,NaN,NaN
"USA",USA,840,1852,26.791168,26.791168,0,0,0,NaN,,1.069905,NaN,NaN,NaN
"USA",USA,840,1853,30.162048,30.162048,0,0,0,NaN,,1.169382,NaN,NaN,NaN
"USA",USA,840,1854,33.1592,33.1592,0,0,0,NaN,,1.248079,NaN,NaN,NaN
"USA",USA,840,1855,38.16056,38.16056,0,0,0,NaN,,1.394424,NaN,NaN,NaN
"USA",USA,840,1856,40.036528,40.036528,0,0,0,NaN,,1.420296,NaN,NaN,NaN
"USA",USA,840,1857,41.05512,41.05512,0,0,0,NaN,,1.413944,NaN,NaN,NaN
"USA",USA,840,1858,41.648688,41.648688,0,0,0,NaN,,1.392543,NaN,NaN,NaN
"USA",USA,840,1859,45.320016,45.320016,0,0,0,NaN,,1.473152,NaN,NaN,NaN
"USA",USA,840,1860,47.437808,47.236272,0.201536,0,0,NaN,,1.501138,NaN,NaN,NaN
"USA",USA,840,1861,45.679088,44.818048,0.86104,0,0,NaN,,1.40904,NaN,NaN,NaN
"USA",USA,840,1862,47.4488,46.199472,1.249328,0,0,NaN,,1.428562,NaN,NaN,NaN
"USA",USA,840,1863,54.809776,53.743552,1.066224,0,0,NaN,,1.612672,NaN,NaN,NaN
"USA",USA,840,1864,58.656976,57.792272,0.864704,0,0,NaN,,1.686638,NaN,NaN,NaN
"USA",USA,840,1865,58.821856,57.7996,1.022256,0,0,NaN,,1.652932,NaN,NaN,NaN
"USA",USA,840,1866,59.232224,57.76296,1.469264,0,0,NaN,,1.62663,NaN,NaN,NaN
"USA",USA,840,1867,72.865968,71.499227,1.366741,0,0,NaN,,1.955554,NaN,NaN,NaN
"USA",USA,840,1868,82.352064,80.860816,1.491248,0,0,NaN,,2.159903,NaN,NaN,NaN
"USA",USA,840,1869,93.695808,91.970064,1.725744,0,0,NaN,,2.401964,NaN,NaN,NaN
"USA",USA,840,1870,98.620224,96.572048,2.048176,0,0,NaN,,2.47155,NaN,NaN,NaN
"USA",USA,840,1871,103.020688,101.001824,2.018864,0,0,NaN,,2.524375,NaN,NaN,NaN
